충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자
경기용인 성산마을신영지웰2(B1),경기용인 성산마을신영지웰2(B1),경기도,-,00:00,24:00,Y,N,AC완속,3,0,N,경기도 용인시 기흥구 동백5로 41(870 성산마을신영지웰),경기도 용인시 기흥구 중동 870번지 성산마을신영지웰,에버온,1661-7766,37.2764397035,127.1556126114,2022-10-12
경기용인 센트럴파크원,경기용인 센트럴파크원,경기도,-,00:00,24:00,Y,N,AC완속,5,0,N,경기도 용인시 기흥구 서천서로 27(736 센트럴파크원),경기도 용인시 기흥구 서천동 736번지 센트럴파크원,에버온,1661-7766,37.2386901620,127.0729187045,2022-10-12
경기용인 수지샤르망오피스텔,경기용인 수지샤르망오피스텔,경기도,-,00:00,24:00,Y,N,AC완속,5,0,N,경기도 용인시 수지구 포은대로 410,경기도 용인시 수지구 풍덕천동 1165번지 샤르망오피스텔,에버온,1661-7766,37.3197804033,127.0962744622,2022-10-12
경기용인 수지센트럴아이파크6주차장,경기용인 수지센트럴아이파크6주차장,경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 상현로 101(842 상현마을수지센트럴아이파크),경기도 용인시 수지구 상현동 842번지 상현마을수지센트럴아이파크,에버온,1661-7766,37.3064488839,127.0807282124,2022-10-12
경기용인 스파팰리스리가3(B1),경기용인 스파팰리스리가3(B1),경기도,-,00:00,24:00,Y,N,AC완속,1,0,N,경기도 용인시 기흥구 언남로 5(503 스파팰리스리가),경기도 용인시 기흥구 언남동 503번지 스파팰리스리가,에버온,1661-7766,37.2928989193,127.1258311935,2022-10-12
경기용인 신동백롯데캐슬에코2단지 1,경기용인 신동백롯데캐슬에코2단지 1,경기도,-,00:00,24:00,Y,N,AC완속,5,0,N,경기도 용인시 기흥구 동백죽전대로527번길 67(1101 신동백롯데캐슬에코2단지),경기도 용인시 기흥구 중동 1101번지 신동백롯데캐슬에코2단지,에버온,1661-7766,37.2814295370,127.1481559397,2022-10-12
경기용인 신동백롯데캐슬에코2단지 4,경기용인 신동백롯데캐슬에코2단지 4,경기도,-,00:00,24:00,Y,N,AC완속,3,0,N,경기도 용인시 기흥구 동백죽전대로527번길 67(1101 신동백롯데캐슬에코2단지),경기도 용인시 기흥구 중동 1101번지 신동백롯데캐슬에코2단지,에버온,1661-7766,37.2814295370,127.1481559397,2022-10-12
경기용인 신봉자이1차3(B1),경기용인 신봉자이1차3(B1),경기도,-,00:00,24:00,Y,N,AC완속,3,0,N,경기도 용인시 수지구 신봉2로 26(873 신봉마을엘지자이1차아파트),경기도 용인시 수지구 신봉동 873번지 신봉마을엘지자이1차아파트,에버온,1661-7766,37.3258133245,127.0789275578,2022-10-12
경기용인 신봉자이1차6(B1),경기용인 신봉자이1차6(B1),경기도,-,00:00,24:00,Y,N,AC완속,3,0,N,경기도 용인시 수지구 신봉2로 26(873 신봉마을엘지자이1차아파트),경기도 용인시 수지구 신봉동 873번지 신봉마을엘지자이1차아파트,에버온,1661-7766,37.3258133245,127.0789275578,2022-10-12
경기용인 신봉자이1차9(B1),경기용인 신봉자이1차9(B1),경기도,-,00:00,24:00,Y,N,AC완속,3,0,N,경기도 용인시 수지구 신봉2로 26(873 신봉마을엘지자이1차아파트),경기도 용인시 수지구 신봉동 873번지 신봉마을엘지자이1차아파트,에버온,1661-7766,37.3258133245,127.0789275578,2022-10-12
경기용인 신봉자이2차11(B1),경기용인 신봉자이2차11(B1),경기도,-,00:00,24:00,Y,N,AC완속,5,0,N,경기도 용인시 수지구 신봉2로 72(911 신봉마을자이2차아파트),경기도 용인시 수지구 신봉동 911번지 신봉마을자이2차아파트,에버온,1661-7766,37.3301532946,127.0750880319,2022-10-12
경기용인 신봉자이2차9(B1),경기용인 신봉자이2차9(B1),경기도,-,00:00,24:00,Y,N,AC완속,3,0,N,경기도 용인시 수지구 신봉2로 72(911 신봉마을자이2차아파트),경기도 용인시 수지구 신봉동 911번지 신봉마을자이2차아파트,에버온,1661-7766,37.3301532946,127.0750880319,2022-10-12
경기용인 양우내안애 에듀파크4,경기용인 양우내안애 에듀파크4,경기도,-,00:00,24:00,Y,N,AC완속,1,0,N,경기도 용인시 처인구 경안천로 112,경기도 용인시 처인구 고림동 1005번지 양우내안애 에듀파크,에버온,1661-7766,37.2412592995,127.2136004369,2022-10-12
경기용인 엘지빌리지5차2,경기용인 엘지빌리지5차2,경기도,-,00:00,24:00,Y,N,AC완속,3,0,N,경기도 용인시 수지구 신봉1로 110,경기도 용인시 수지구 신봉동 870번지 3주차장 지하2층 16기둥,에버온,1661-7766,37.3253951243,127.0754082925,2022-10-12
용인샘골마을풍성신미주203동,용인샘골마을풍성신미주203동,경기도,-,00:00,24:00,Y,N,AC완속,5,0,N,경기도 용인시 처인구 이동읍 백옥대로587번길 7(1124 샘골마을풍성신미주아파트2단지),경기도 용인시 처인구 이동읍 천리 1124번지 샘골마을풍성신미주아파트2단지,한국전기차인프라기술,1877-6546,37.1893529726,127.2049069682,2022-10-12
용인서천2차아이파크605동,용인서천2차아이파크605동,경기도,-,00:00,24:00,Y,N,AC완속,5,0,N,경기도 용인시 기흥구 서천동로21번길 11-22(서천2차 아이파크),경기도 용인시 기흥구 서천동 755번지 서천2차아이파크,한국전기차인프라기술,1877-6546,37.2410685234,127.0775729645,2022-10-12
용인서홍마을한일102동,용인서홍마을한일102동,경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 신봉1로48번길 29(서홍마을 한일아파트),경기도 용인시 수지구 신봉동 874번지 서홍마을 한일아파트,한국전기차인프라기술,1877-6546,37.3240744366,127.0816912834,2022-10-12
용인수지금호베스트빌디에듀1주차장,용인수지금호베스트빌디에듀1주차장,경기도,-,00:00,24:00,Y,N,AC완속,3,0,N,경기도 용인시 수지구 상현로 59(827 금호베스트빌1단지아파트),경기도 용인시 수지구 상현동 827번지 금호베스트빌1단지아파트,한국전기차인프라기술,1877-6546,37.3054514864,127.0790749735,2022-10-12
용인수지금호베스트빌디에듀2주차장,용인수지금호베스트빌디에듀2주차장,경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 상현로 59(827 금호베스트빌1단지아파트),경기도 용인시 수지구 상현동 827번지 금호베스트빌1단지아파트,한국전기차인프라기술,1877-6546,37.3054514864,127.0790749735,2022-10-12
㈜올콘텐츠,㈜올콘텐츠,경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,경기도 용인시 처인구 모현읍 문현로 348,경기도 용인시 처인구 모현읍 일산리 112-130번지,삼성EVC,062-941-9360,37.3370712703,127.2463363146,2022-10-12
㈜한국전기,㈜한국전기,경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 고기로 203,경기도 용인시 수지구 동천동 47-1번지,삼성EVC,062-941-9360,37.3511306102,127.0832800265,2022-10-12
제이앤제이카페앤바,제이앤제이카페앤바,경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,경기도 용인시 처인구 양지면 남평로 114,경기도 용인시 처인구 양지면 남곡리 99-8번지,삼성EVC,062-941-9360,37.2263120412,127.2952469330,2022-10-12
주식회사 피엘웍스,주식회사 피엘웍스,경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,경기도 용인시 기흥구 한일로 12-18,경기도 용인시 기흥구 공세동 478번지,삼성EVC,062-941-9360,37.2448793546,127.1030222833,2022-10-12
DTC 기간산업인증센터,DTC 기간산업인증센터,경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,경기도 용인시 처인구 백령로20번길 28,경기도 용인시 처인구 유방동 653-8번지,휴맥스이브이,1800-3188,37.2646259006,127.1964255888,2022-10-12
DTC 효능평가센터,DTC 효능평가센터,경기도,-,00:00,24:00,Y,N,AC완속,3,0,N,경기도 용인시 처인구 유림로154번길 46,경기도 용인시 처인구 유방동 682-2번지,휴맥스이브이,1800-3188,37.2639627373,127.1979395082,2022-10-12
KB증권연수원_용인,KB증권연수원_용인,경기도,-,00:00,24:00,Y,N,AC완속,5,0,N,경기도 용인시 기흥구 마북로240번길 17,경기도 용인시 기흥구 마북동 80-5번지 KB증권연수원,휴맥스이브이,1800-3188,37.3090977028,127.1347336033,2022-10-12
기흥 롯데캐슬스카이,기흥 롯데캐슬스카이,경기도,-,00:00,24:00,Y,N,AC완속,16,0,N,경기도 용인시 기흥구 중부대로 375(63 기흥역롯데캐슬스카이),경기도 용인시 기흥구 신갈동 63번지 기흥역롯데캐슬스카이,휴맥스이브이,1800-3188,37.2723111358,127.1091157261,2022-10-12
기흥 힉스유타워,기흥 힉스유타워,경기도,-,00:00,24:00,Y,N,AC완속,10,0,N,경기도 용인시 기흥구 중부대로 184(1315 힉스유타워),경기도 용인시 기흥구 영덕동 1315번지 힉스유타워,휴맥스이브이,1800-3188,37.2685701702,127.0904011507,2022-10-12
경기용인 용인한숲시티4단지,경기용인 용인한숲시티4단지,경기도,-,00:00,24:00,Y,N,AC완속,5,0,N,경기도 용인시 처인구 남사읍 한숲로 124,경기도 용인시 처인구 남사읍 완장리 952번지 용인 한숲시티,에버온,1661-7766,37.1589871861,127.1749768896,2022-10-12
경기용인 창죽마을벽산첼시빌 2,경기용인 창죽마을벽산첼시빌 2,경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 용구대로2771번길 88(창죽마을 벽산첼시빌아파트),경기도 용인시 수지구 죽전동 1111번지 창죽마을 벽산첼시빌아파트,에버온,1661-7766,37.3370844894,127.1062177249,2022-10-12
경기용인 효성해링턴플레이스1(B3),경기용인 효성해링턴플레이스1(B3),경기도,-,00:00,24:00,Y,N,AC완속,6,0,N,경기도 용인시 기흥구 덕영대로2077번길 33(1267 용인기흥효성해링턴플레이스),경기도 용인시 기흥구 영덕동 1267번지 용인기흥효성해링턴플레이스,에버온,1661-7766,37.2636185771,127.0974315792,2022-10-12
경기용인 효성해링턴플레이스4(B3),경기용인 효성해링턴플레이스4(B3),경기도,-,00:00,24:00,Y,N,AC완속,6,0,N,경기도 용인시 기흥구 덕영대로2077번길 33(1267 용인기흥효성해링턴플레이스),경기도 용인시 기흥구 영덕동 1267번지 용인기흥효성해링턴플레이스,에버온,1661-7766,37.2636185771,127.0974315792,2022-10-12
경기용인 효성해링턴플레이스7(B2),경기용인 효성해링턴플레이스7(B2),경기도,-,00:00,24:00,Y,N,AC완속,3,0,N,경기도 용인시 기흥구 덕영대로2077번길 33(1267 용인기흥효성해링턴플레이스),경기도 용인시 기흥구 영덕동 1267번지 용인기흥효성해링턴플레이스,에버온,1661-7766,37.2636185771,127.0974315792,2022-10-12
자봉마을써니밸리아파트5,자봉마을써니밸리아파트5,경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,"경기도 용인시 기흥구 사은로 274-22 (지곡동, 자봉마을 써니밸리)",경기도 용인시 기흥구 지곡동 704번지 자봉마을 써니밸리,에버온,1661-7766,37.2519888218,127.1358777509,2022-10-12
죽현마을아이파크1차4주차장1,죽현마을아이파크1차4주차장1,경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,경기도 용인시 기흥구 보정로 87,경기도 용인시 기흥구 보정동 1267번지 4주차장 지하1층 58기둥,에버온,1661-7766,37.3183344956,127.1140804234,2022-10-12
지석마을진흥더루벤스1단지_1,지석마을진흥더루벤스1단지_1,경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,"경기도 용인시 기흥구 중부대로746번길 20 (상하동, 지석마을진흥더루벤스1단지아파트)지석마을진흥더루벤스1단지_1",경기도 용인시 기흥구 상하동 659번지 지석마을진흥더루벤스1단지아파트 지석마을진흥더루벤스1단지_1,에버온,1661-7766,37.2606270062,127.1367834835,2022-10-12
진산마을삼성래미안7차아파트1,진산마을삼성래미안7차아파트1,경기도,-,00:00,24:00,Y,N,AC완속,3,0,N,"경기도 용인시 수지구 진산로66번길 27 (풍덕천동, 진산마을삼성래미안7차아파트)701동 B1 3,4호","경기도 용인시 수지구 풍덕천동 1180-1번지 진산마을삼성래미안7차아파트 701동 B1 3,4호",에버온,1661-7766,37.3137214251,127.0984398146,2022-10-12
풍덕천1동주민센터,풍덕천1동주민센터,경기도,"토, 일",09:00,18:00,Y,N,AC완속,1,0,N,경기도 용인시 수지구 수지로342번길 3,경기도 용인시 수지구 풍덕천동 701-1번지 (701-1 풍덕천1동행정복지센터),에버온,1661-7766,37.3279697009,127.0950115914,2022-10-12
기흥벽산블루밍아파트,기흥벽산블루밍아파트,경기도,-,00:00,24:00,Y,N,AC완속,8,0,N,경기도 용인시 기흥구 고매로43번길 32-1(663 불곡마을벽산블루밍아파트),경기도 용인시 기흥구 공세동 663번지 불곡마을벽산블루밍아파트,휴맥스이브이,1800-3188,37.2328177010,127.1164219301,2022-10-12
기흥역지웰푸르지오,기흥역지웰푸르지오,경기도,-,00:00,24:00,Y,N,AC완속,17,0,N,경기도 용인시 기흥구 기흥역로 16(658 기흥역지웰푸르지오),경기도 용인시 기흥구 구갈동 658번지 기흥역지웰푸르지오,휴맥스이브이,1800-3188,37.2731522993,127.1154955087,2022-10-12
기흥힉스유타워,기흥힉스유타워,경기도,-,00:00,24:00,Y,N,AC완속,25,0,N,경기도 용인시 기흥구 중부대로 184(1315 힉스유타워),경기도 용인시 기흥구 영덕동 1315번지 힉스유타워,휴맥스이브이,1800-3188,37.2685701702,127.0904011507,2022-10-12
꽃메마을금강아파트,꽃메마을금강아파트,경기도,-,00:00,24:00,Y,N,AC완속,3,0,N,경기도 용인시 수지구 죽전로27번길 14-31(1300 금강아파트),경기도 용인시 수지구 죽전동 1300번지 금강아파트,휴맥스이브이,1800-3188,37.3225275384,127.1145668871,2022-10-12
더샵동천이스트포레,더샵동천이스트포레,경기도,-,00:00,24:00,Y,N,AC완속,24,0,N,경기도 용인시 수지구 수풍로 89,경기도 용인시 수지구 동천동 산151-2번지 더샵 동천이스트포레,휴맥스이브이,1800-3188,37.3321790804,127.0923588460,2022-10-12
도담마을한양수자인아파트,도담마을한양수자인아파트,경기도,-,00:00,24:00,Y,N,AC완속,5,0,N,경기도 용인시 수지구 푸른솔로 78(1262 도담마을아이월드아파트),경기도 용인시 수지구 죽전동 1262번지 도담마을아이월드아파트,휴맥스이브이,1800-3188,37.3252982883,127.1184242368,2022-10-12
동일하이빌1차,동일하이빌1차,경기도,-,00:00,24:00,Y,N,AC완속,30,0,N,경기도 용인시 기흥구 구성로 105-15(486 하마비마을동일하이빌1차아파트),경기도 용인시 기흥구 언남동 486번지 하마비마을동일하이빌1차아파트,휴맥스이브이,1800-3188,37.2944847983,127.1228108920,2022-10-12
성복역롯데캐슬골드타운,성복역롯데캐슬골드타운,경기도,-,00:00,24:00,Y,N,AC완속,50,0,N,경기도 용인시 수지구 성복2로 10(789 성복역롯데캐슬골드타운),경기도 용인시 수지구 성복동 789번지 성복역롯데캐슬골드타운,휴맥스이브이,1800-3188,37.3131726741,127.0831172239,2022-10-12
성복힐스테이트1차,성복힐스테이트1차,경기도,-,00:00,24:00,Y,N,AC완속,25,0,N,경기도 용인시 수지구 성복1로 91(힐스테이트 1차),경기도 용인시 수지구 성복동 771번지 힐스테이트1차,휴맥스이브이,1800-3188,37.3143284233,127.0710579056,2022-10-12
양우내안애에듀퍼스트,양우내안애에듀퍼스트,경기도,-,00:00,24:00,Y,N,AC완속,10,0,N,경기도 용인시 처인구 경안천로 196-1(1014 양우내안애에듀퍼스트),경기도 용인시 처인구 고림동 1014번지 양우내안애에듀퍼스트,휴맥스이브이,1800-3188,37.2495618633,127.2214283179,2022-10-12
어정마을 서희삼정 아파트,어정마을 서희삼정 아파트,경기도,-,00:00,24:00,Y,N,AC완속,10,0,N,경기도 용인시 기흥구 언동로 193-26(서희삼정 아파트),경기도 용인시 기흥구 중동 817번지 서희삼정아파트,휴맥스이브이,1800-3188,37.2793097200,127.1446237883,2022-10-12
에스테크 조명연구소,에스테크 조명연구소,경기도,-,00:00,24:00,Y,N,AC완속,1,0,N,경기도 용인시 처인구 백암면 삼백로785번길 18,경기도 용인시 처인구 백암면 근삼리 437-6번지,휴맥스이브이,1800-3188,37.1410252558,127.3686881990,2022-10-12
용인신갈푸르지오,용인신갈푸르지오,경기도,-,00:00,24:00,Y,N,AC완속,16,0,N,경기도 용인시 기흥구 기흥로116번길 77(691 산양마을푸르지오),경기도 용인시 기흥구 신갈동 691번지 산양마을푸르지오,휴맥스이브이,1800-3188,37.2903849017,127.1176416588,2022-10-12
용인한숲시티4단지,용인한숲시티4단지,경기도,-,00:00,24:00,Y,N,AC완속,7,0,N,경기도 용인시 처인구 남사읍 한숲로 124,경기도 용인시 처인구 남사읍 완장리 952번지 용인 한숲시티,휴맥스이브이,1800-3188,37.1589871861,127.1749768896,2022-10-12
휴먼시아 흥덕마을(A-1),휴먼시아 흥덕마을(A-1),경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,경기도 용인시 기흥구 흥덕1로79번길 7,경기도 용인시 기흥구 영덕동 980번지 휴먼시아 흥덕마을1단지 휴먼시아 흥덕마을(A-1) 2번 지하주차장 2-9기둥옆,에버온,1661-7766,37.2740742649,127.0691207362,2022-10-12
에버랜드 셔틀버스 승강장,에버랜드 셔틀버스 승강장,경기도,-,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,8,N,경기도 용인시 처인구 포곡읍 전대로78번길 22-1,경기도 용인시 처인구 포곡읍 전대리 357-1번지 (자연휴게소),대영채비,1522-2573,37.2869057556,127.2171729765,2022-10-12
에버랜드 홈브릿지 캐빈호스텔,에버랜드 홈브릿지 캐빈호스텔,경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,경기도 용인시 처인구 포곡읍 에버랜드로 199,경기도 용인시 처인구 포곡읍 전대리 310번지 에버랜드,대영채비,1522-2573,37.2899600847,127.2165861660,2022-10-12
기흥 금화마을 주공3단지,기흥 금화마을 주공3단지,경기도,-,00:00,24:00,Y,N,AC완속,9,0,N,경기도 용인시 기흥구 금화로11번길 10,"경기도 용인시 기흥구 상갈동 481번지 입구주차장,307동입구 2기계실,309동입구4기계실옆",이카플러그,1833-4577,37.2630066468,127.1084871465,2022-10-12
동백동일하이빌아파트1(D주차장),동백동일하이빌아파트1(D주차장),경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,"경기도 용인시 기흥구 동백중앙로 312(중동, 백현마을동일하이빌아파트)(874 백현마을동일하이빌아파트)",경기도 용인시 기흥구 중동 874번지 백현마을동일하이빌아파트,이카플러그,1833-4577,37.2798799654,127.1576612513,2022-10-12
동백동일하이빌아파트4(F주차장 B2F ),동백동일하이빌아파트4(F주차장 B2F ),경기도,-,00:00,24:00,Y,N,AC완속,1,0,N,"경기도 용인시 기흥구 동백중앙로 312(중동, 백현마을동일하이빌아파트)(874 백현마을동일하이빌아파트)",경기도 용인시 기흥구 중동 874번지 백현마을동일하이빌아파트,이카플러그,1833-4577,37.2798799654,127.1576612513,2022-10-12
동일하이빌4단지(409동),동일하이빌4단지(409동),경기도,-,00:00,24:00,Y,N,AC완속,3,0,N,경기도 용인시 수지구 신봉3로12번길 9,경기도 용인시 수지구 신봉동 976번지 신봉마을동일하이빌4단지 동일하이빌4단지 409동 B2F,이카플러그,1833-4577,37.3274256404,127.0661298485,2022-10-12
벽산4단지아파트,벽산4단지아파트,경기도,-,09:00,18:00,Y,N,AC완속,6,0,N,경기도 용인시 수지구 용구대로2801번길 41블루밍벽산4단지아파트,경기도 용인시 수지구 죽전동 952번지 블루밍벽산4단지아파트,클린일렉스,1811-1350,37.3343300770,127.1046629988,2022-10-12
연원마을LG아파트,연원마을LG아파트,경기도,-,00:00,24:00,Y,N,AC완속,3,0,N,경기도 용인시 기흥구 연원로 5(526-3 연원마을엘지자이아파트),경기도 용인시 기흥구 마북동 526-3번지 연원마을엘지자이아파트,클린일렉스,1811-1350,37.3018460882,127.1079925249,2022-10-12
용인한보라4단지아파트,용인한보라4단지아파트,경기도,-,00:00,24:00,Y,N,AC완속,5,0,N,경기도 용인시 기흥구 한보라1로43번길 23(606 한보라마을휴먼시아4단지아파트),경기도 용인시 기흥구 보라동 606번지 한보라마을휴먼시아4단지아파트,클린일렉스,1811-1350,37.2506651002,127.1107949431,2022-10-12
파크존 스크린골프장,파크존 스크린골프장,경기도,-,09:00,18:00,Y,N,AC완속,2,0,N,경기도 용인시 수지구 신봉1로 313-4,경기도 용인시 수지구 신봉동 586-7번지,클린일렉스,1811-1350,37.3320612049,127.0546569903,2022-10-12
원대마을한신,원대마을한신,경기도,-,00:00,24:00,Y,N,AC완속,6,0,N,경기도 용인시 기흥구 신갈로 102(원대마을 신갈한신아파트),경기도 용인시 기흥구 신갈동 17-15번지 원대마을 신갈한신아파트,휴맥스이브이,1800-3188,37.2760418427,127.1060734467,2022-10-12
유로핀즈 용인,유로핀즈 용인,경기도,-,00:00,24:00,Y,N,AC완속,1,0,N,경기도 용인시 기흥구 신정로41번길 52-20,경기도 용인시 기흥구 신갈동 400-19번지,휴맥스이브이,1800-3188,37.2799085300,127.1006048679,2022-10-12
육군용인관사하누리아파트,육군용인관사하누리아파트,경기도,-,00:00,24:00,Y,N,AC완속,5,0,N,경기도 용인시 처인구 중부대로 1338,경기도 용인시 처인구 김량장동 508-2번지 청강빌딩,휴맥스이브이,1800-3188,37.2349618785,127.1933541108,2022-10-12
죽전역월드메르디앙,죽전역월드메르디앙,경기도,-,00:00,24:00,Y,N,AC완속,5,0,N,경기도 용인시 수지구 달맞이로 13,경기도 용인시 수지구 죽전동 1488번지 주차장(죽전역 월드메르디앙 경기도 용인시 수지구 죽전동 1488),휴맥스이브이,1800-3188,37.3265683630,127.1126048213,2022-10-12
탑실마을대주피오레1,탑실마을대주피오레1,경기도,-,00:00,24:00,Y,N,AC완속,30,0,N,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),경기도 용인시 기흥구 공세동 714번지 탑실마을대주피오레2단지,휴맥스이브이,1800-3188,37.2417237524,127.1220930754,2022-10-12
탑실마을대주피오레2,탑실마을대주피오레2,경기도,-,00:00,24:00,Y,N,AC완속,30,0,N,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),경기도 용인시 기흥구 공세동 714번지 탑실마을대주피오레2단지,휴맥스이브이,1800-3188,37.2417237524,127.1220930754,2022-10-12
탑실마을대주피오레4,탑실마을대주피오레4,경기도,-,00:00,24:00,Y,N,AC완속,30,0,N,경기도 용인시 기흥구 탑실로 152(탑실마을 대주피오레2단지),경기도 용인시 기흥구 공세동 714번지 탑실마을대주피오레2단지,휴맥스이브이,1800-3188,37.2417237524,127.1220930754,2022-10-12
해든마을동문굿모닝힐,해든마을동문굿모닝힐,경기도,-,00:00,24:00,Y,N,AC완속,13,0,N,경기도 용인시 기흥구 동백죽전대로 455-10(해든마을 동문굿모닝힐),경기도 용인시 기흥구 동백동 689번지 해든마을동문굿모닝힐,휴맥스이브이,1800-3188,37.2809519366,127.1512490366,2022-10-12
동백중앙프라자상가,동백중앙프라자상가,경기도,-,00:00,24:00,Y,N,AC완속,5,0,N,경기도 용인시 기흥구 동백7로 83,경기도 용인시 기흥구 동백동 598-5번지 중앙프라자,씨어스,1522-2640,37.2816816156,127.1603942945,2022-10-12
삼성래미안1차아파트,삼성래미안1차아파트,경기도,-,00:00,24:00,Y,N,AC완속,28,0,N,경기도 용인시 기흥구 용구대로2394번길 27(629 삼성래미안1차아파트),경기도 용인시 기흥구 마북동 629번지 삼성래미안1차아파트,씨어스,1522-2640,37.2991084244,127.1115045435,2022-10-12
죽전누리에뜰,죽전누리에뜰,경기도,-,00:00,24:00,Y,N,AC완속,4,0,N,경기도 용인시 기흥구 죽전로 20(1263 죽전누리에뜰),경기도 용인시 기흥구 보정동 1263번지 죽전누리에뜰,씨어스,1522-2640,37.3202364315,127.1113280993,2022-10-12
EV충전소 용인IC셀프주유소,EV충전소 용인IC셀프주유소,경기도,-,07:00,22:00,N,Y,DC콤보,0,1,N,경기도 용인시 처인구 백옥대로 1410,경기도 용인시 처인구 유방동 245번지,현대오일뱅크,1522-2573,37.2608996788,127.2131200942,2022-10-12
경희대학교국제캠퍼스,경희대학교국제캠퍼스,경기도,-,00:00,24:00,Y,N,AC완속,31,0,N,경기도 용인시 기흥구 덕영대로 1732,경기도 용인시 기흥구 서천동 1번지 경희대학교국제캠퍼스,플러그링크,1533-0702,37.2436704558,127.0767015446,2022-10-12
광교 리치안 오피스텔,광교 리치안 오피스텔,경기도,-,00:00,24:00,Y,N,AC완속,4,0,N,경기도 용인시 수지구 광교중앙로296번길 10,경기도 용인시 수지구 상현동 1132-4번지 리치안오피스텔,플러그링크,1533-0702,37.2965762923,127.0700191593,2022-10-12
효심의료재단용인서울병원,효심의료재단용인서울병원,경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,경기도 용인시 처인구 고림로 81,경기도 용인시 처인구 고림동 787-1번지 효심의료재단용인서울병원,클린일렉스,1811-1350,37.2403149583,127.2144834225,2022-10-12
골든풍산리치안오피스텔,골든풍산리치안오피스텔,경기도,-,00:00,24:00,Y,N,AC완속,3,0,N,경기도 용인시 수지구 광교중앙로296번길 4,경기도 용인시 수지구 상현동 1133-1번지 골드리치안오피스텔 지하5층 주차장,이카플러그,1833-4577,37.2960430884,127.0696385796,2022-10-12
성동마을수지자이1차아파트 3,성동마을수지자이1차아파트 3,경기도,-,00:00,24:00,Y,N,AC완속,3,0,N,"경기도 용인시 수지구 성복2로 174 (성복동, 성동마을 수지자이1차)",경기도 용인시 수지구 성복동 752번지 성동마을수지자이1차,에버온,1661-7766,37.3208465429,127.0688764302,2022-10-12
성산마을신영지웰아파트1,성산마을신영지웰아파트1,경기도,-,00:00,24:00,Y,N,AC완속,3,0,N,"경기도 용인시 기흥구 동백5로 41 (중동, 성산마을신영지웰)3005동",경기도 용인시 기흥구 중동 870번지 성산마을신영지웰 3005동,에버온,1661-7766,37.2764397035,127.1556126114,2022-10-12
청현마을기흥데시앙,청현마을기흥데시앙,경기도,-,00:00,24:00,Y,N,AC완속,8,0,N,경기도 용인시 기흥구 덕영대로2077번길 53,경기도 용인시 기흥구 영덕동 947번지 청현마을 기흥데시앙,파워큐브,1833-8017,37.2652569366,127.0941521800,2022-10-12
초당마을코아루-5102동,초당마을코아루-5102동,경기도,-,00:00,24:00,Y,N,AC완속,2,0,N,경기도 용인시 기흥구 동백1로 12,경기도 용인시 기흥구 중동 1046번지 초당마을삼부르네상스아파트 지하1층 10,파워큐브,1833-8017,37.2633068719,127.1589091864,2022-10-12
하늘채아파트 입주자대표회의,하늘채아파트 입주자대표회의,경기도,-,00:00,24:00,Y,N,AC완속,7,0,N,경기도 용인시 기흥구 강남동로 20(597 강남마을코오롱하늘채아파트),경기도 용인시 기흥구 구갈동 597번지 강남마을코오롱하늘채아파트,파워큐브,1833-8017,37.2700859290,127.1291134922,2022-10-12
한라비발디1단지-A주차장,한라비발디1단지-A주차장,경기도,-,00:00,24:00,Y,N,AC완속,1,0,N,경기도 용인시 기흥구 동백7로 97,"경기도 용인시 기흥구 동백동 596번지 A주차장 지하2층, B주차장 지하2층,C주차장 지하1층",파워큐브,1833-8017,37.2805607573,127.1624523828,2022-10-12
용인시 축구센터,용인시 축구센터,경기도,-,00:00,24:00,Y,N,AC완속,1,0,N,경기도 용인시 처인구 원삼면 보개원삼로 1752,경기도 용인시 처인구 원삼면 죽능리 532번지,한국전기차충전서비스,1522-1782,37.1539497330,127.3193170341,2022-10-12
